id,hash,ignored,data,files
330,2024739,false,,"[1,3,8,12,21,23,24]"
331,2585076,false,,"[1,8,12,21,23,24]"
332,1933637,false,,"[1,25]"
333,755507,false,,"[1,5,24]"
334,5604088,false,,[1]
335,1144889,false,,[1]
336,2089812,false,,"[1,24]"
337,728937,false,,"[1,5,8,9,10,14,18,20,24,25]"
338,462013,false,,"[1,5,9,10,18,20,24,25]"
339,936543,false,,"[1,24]"
340,3002533,false,,"[1,8,12,14,15,21,24]"
341,3632945,false,,"[1,7,8,10,12,14,21,23,24,25]"
342,6564355,false,,"[1,7,8,10,12,14,18,20,23,24,25]"
343,753122,false,,"[1,7,12]"
344,2442156,false,,[1]
345,2204935,false,,"[1,17]"
346,2244449,false,,[1]
347,8457455,false,,"[1,7,26]"
348,8505541,false,,"[1,7,26]"
349,4222026,false,,"[1,3,7,22,26]"
350,2219144,false,,"[1,3,7,22,26]"
351,2476650,false,,"[1,7,22,26]"
352,1317944,false,,[1]
353,2538651,false,,"[1,5,10,14,18,24]"
354,845602,false,,"[1,8,24]"
355,5780883,false,,"[1,24]"
356,2998397,false,,[3]
357,357336,false,,[3]
358,644990,false,,"[3,6,11,13,19]"
359,2105856,false,,"[3,6,11,13,19,26]"
360,5052695,false,,[3]
361,5857536,false,,[3]
362,1749274,false,,[3]
363,2418140,false,,[3]
364,1468349,false,,[3]
365,2405688,false,,[3]
366,2901544,false,,[3]
367,4814489,false,,[3]
368,4995747,false,,"[3,12,21]"
369,4424535,false,,"[3,12,21,22]"
370,2053907,false,,"[3,7,21]"
371,166367,false,,"[3,7,21,23]"
372,5781317,false,,"[3,7,21]"
373,6455309,false,,"[3,7,21]"
374,9224068,false,,"[3,7]"
375,4194982,false,,"[3,7]"
376,2352105,false,,"[3,7]"
377,1518077,false,,"[3,7]"
378,2545354,false,,"[3,15,18,23]"
379,229508,false,,[3]
380,2306304,false,,"[3,10,12,14,18,21,22,23]"
381,5135596,false,,[3]
382,2102539,false,,[3]
383,3509344,false,,[3]
384,902901,false,,[3]
385,875933,false,,[3]
386,3174814,false,,[3]
387,1760753,false,,[3]
388,6130993,false,,"[3,21,24]"
389,9444476,false,,"[3,24]"
390,2514632,false,,[3]
391,271553,false,,[3]
392,680867,false,,[3]
393,1442452,false,,[3]
394,3422399,false,,"[3,18,21,24]"
395,769702,false,,[3]
396,317671,false,,"[5,9,10,12,17]"
397,5966483,false,,[5]
398,5642329,false,,[5]
399,3984042,false,,[5]
400,3712685,false,,[5]
401,3536436,false,,[5]
402,1967682,false,,"[5,7,10,12,24]"
403,2269473,false,,"[5,24]"
404,2070569,false,,"[5,8,14,17,21,24]"
405,3254396,false,,"[5,8,14,17,21,24]"
406,1431814,false,,"[5,8,14,17,21,24]"
407,1773462,false,,"[5,10]"
408,4329013,false,,"[5,10]"
409,7670559,false,,"[5,10]"
410,2058827,false,,"[5,10]"
411,2283539,false,,"[5,22]"
412,3832784,false,,[5]
413,8588703,false,,[5]
414,6574593,false,,[5]
415,6473731,false,,[5]
416,4706839,false,,[5]
417,1782668,false,,"[5,8,12,14,18,21,24]"
418,2373095,false,,[5]
419,2599380,false,,[5]
420,544121,false,,[5]
421,274057,false,,[5]
422,906195,false,,[5]
423,559762,false,,[5]
424,10929868,false,,"[5,18]"
425,9468793,false,,"[5,18]"
426,629324,false,,"[5,8,18]"
427,814946,false,,"[5,18]"
428,582271,false,,"[5,8,18,23]"
429,4674110,false,,"[5,24]"
430,2413630,false,,[5]
431,2182960,false,,[5]
432,1088467,false,,"[5,9]"
433,1301205,false,,[5]
434,1467833,false,,"[5,18]"
435,8203371,false,,[5]
436,493029,false,,[5]
437,2825212,false,,"[5,24]"
438,4165054,false,,[5]
439,2536580,false,,[5]
440,3240866,false,,[5]
441,5179467,false,,"[5,23]"
442,6240008,false,,"[5,23]"
443,441239,false,,"[6,13,19]"
444,1144220,false,,"[6,11,13,19,26]"
445,1209365,false,,"[6,11,13,19,26]"
446,1344225,false,,"[6,11,13,19,26]"
447,4446040,false,,"[6,11,12,13,15,19,25,26]"
448,754194,false,,"[6,11,12,13,15,19,25,26]"
449,115879,false,,"[7,11]"
450,3672375,false,,"[7,11]"
451,4026875,false,,"[7,11]"
452,5610598,false,,"[7,11]"
453,5213451,false,,[7]
454,340939,false,,[7]
455,79125,false,,[7]
456,3552070,false,,[7]
457,1676865,false,,[7]
458,4303971,false,,[7]
459,7918244,false,,[7]
